neighborhood,bhk,area_sqft,price_inr,age_years,amenities,listed_on
Bandra,2,927.0,11962984.0,38,Pool,"May 12, 2024"
mumbai,2,1460.0,6084785.0,1,"Garden, Pool",22/08/2024
Powai,2,1217.0,8417926.0,37,Pool,14-Feb-24
Navi Mumbai,3,,4259739.0,38,"Gym, Security",09-Nov-24
Andheri,4,899.0,4846781.0,33,"Parking, Pool, Garden, Security",05/09/2024
Thane,3,895.0,16931715.0,39,"Parking, Garden",2025-05-13
Powai,3,984.0,9160854.0,24,"Pool, Parking",31-Jan-24
Andheri,2,,8422398.0,35,"Security, Garden, Pool",23/01/2024
Borivali,1,1498.0,6960378.0,15,"Security, Pool, Garden","March 01, 2025"
Navi Mumbai,2,1765.0,8612161.0,17,"Parking, Garden",2025-01-28
Juhu,2,,21420052.0,12,"Security, Parking, Gym",08/06/2024
Juhu,2,250.0,11834541.0,36,"Parking, Pool, Gym, Security","December 28, 2024"
Navi Mumbai,2,566.0,5346705.0,26,"Garden, Pool, Parking, Security",12-Mar-25
Goregaon,2,1534.0,20140249.0,33,"Parking, Pool, Gym, Security",06-Jun-24
Goregaon,2,1151.0,30554519.0,10,"Gym, Garden, Security",2024-02-08
Juhu,2,1049.0,14604245.0,0,"Pool, Gym, Parking, Garden","February 18, 2025"
Dadar,2,841.0,18527638.0,12,Gym,22/03/2024
Thane,1,483.0,22577621.0,29,"Parking, Security, Pool",21-Dec-24
Juhu,4,,4016964.0,4,"Security, Pool, Parking, Gym",14/09/2024
Dadar,4,611.0,33216664.0,17,"Parking, Garden, Security",24/07/2024
Powai,3,1155.0,20984370.0,13,"Gym, Pool",17/03/2024
Dadar,1,444.0,14553074.0,12,"Pool, Security, Garden",2025-04-21
Powai,3,824.0,10066500.0,31,"Security, Garden, Gym, Parking",12/01/2024
Andheri,3,1247.0,4865376.0,6,"Parking, Security, Pool, Garden",2024-10-21
Worli,3,812.0,8896418.0,7,"Security, Parking, Garden, Gym",2025-03-25
Andheri,1,771.0,14204057.0,6,"Pool, Garden, Parking, Gym","August 11, 2024"
Juhu,3,903.0,5595006.0,15,"Garden, Gym, Parking, Security",13-Jan-24
Powai,3,432.0,10408690.0,30,"Gym, Parking, Pool",15/02/2024
Juhu,3,366.0,5335404.0,26,"Parking, Pool, Security, Gym","June 03, 2024"
Navi Mumbai,3,1149.0,8616810.0,32,"Garden, Security","April 22, 2024"
Thane,2,752.0,4820670.0,28,"Pool, Garden, Gym, Security","August 20, 2024"
Bandra,2,1147.0,4525933.0,7,"Pool, Gym, Parking","January 17, 2024"
Juhu,1,1291.0,13310365.0,32,"Gym, Security, Parking","December 25, 2024"
Thane,3,1319.0,7664773.0,18,"Gym, Parking, Security",10/08/2024
Dadar,1,,8109329.0,20,"Security, Parking, Gym, Pool","December 19, 2024"
Andheri,2,655.0,7421812.0,20,Parking,06-Jul-24
Dadar,2,1088.0,55609844.0,24,"Parking, Gym, Garden",2025-03-23
Bandra,2,1093.0,15625586.0,22,Parking,2024-12-09
Powai,1,,16665414.0,10,"Parking, Garden, Pool, Gym",30-Dec-24
Navi Mumbai,3,582.0,6815777.0,32,"Garden, Parking, Security",11/06/2024
Thane,3,1308.0,14692540.0,19,"Gym, Garden",2025-05-10
Navi Mumbai,2,,9467424.0,24,"Pool, Gym, Garden",21-Nov-24
Worli,1,325.0,6783001.0,25,"Garden, Parking, Pool",11-Apr-25
Juhu,1,708.0,34533998.0,39,"Garden, Gym","February 17, 2025"
MUMBAI,4,991.0,15304766.0,11,"Pool, Parking",2025-03-30
Worli,2,,14848407.0,31,Pool,"March 14, 2024"
Borivali,2,250.0,6058421.0,32,Gym,20/08/2024
Juhu,1,283.0,5065049.0,9,Garden,2024-08-11
Dadar,3,990.0,10485135.0,3,Parking,2025-04-26
Andheri,4,730.0,7693540.0,14,Security,14-Nov-24
Thane,3,,15675108.0,5,Gym,2025-02-15
Bandra,3,695.0,16314364.0,26,"Parking, Gym, Pool",29/02/2024
Bandra,1,401.0,11288578.0,4,Pool,30/11/2024
Dadar,1,740.0,17834189.0,4,Security,2024-08-09
Goregaon,1,262.0,12188246.0,17,"Garden, Parking, Security, Pool",06-Feb-24
Bandra,2,1315.0,6433223.0,27,Garden,21/04/2025
Thane,1,1492.0,9636179.0,34,Pool,"October 04, 2024"
Dadar,2,250.0,11774419.0,21,"Parking, Gym",14/07/2024
Powai,2,735.0,18950768.0,33,Security,2025-02-07
Bandra,4,758.0,12421886.0,3,Security,"December 17, 2024"
Navi Mumbai,3,,7703071.0,17,"Pool, Parking, Garden",2025-04-28
Dadar,3,1250.0,19379043.0,25,Garden,2024-08-29
Thane,3,736.0,13639131.0,21,"Garden, Pool, Parking",2024-11-19
Navi Mumbai,1,869.0,27437033.0,32,"Security, Pool",06-Aug-24
Juhu,3,,11437025.0,13,Security,10-Jul-24
Juhu,2,861.0,5824611.0,30,"Gym, Garden, Pool",17/01/2024
Bandra,3,1518.0,21991963.0,9,"Pool, Gym, Parking, Security",2024-01-12
Navi Mumbai,2,,7678433.0,23,"Parking, Garden, Security","February 09, 2025"
Andheri,5,706.0,12958396.0,20,Security,"February 04, 2025"
Juhu,2,647.0,12132884.0,7,"Security, Pool, Garden, Gym","January 28, 2025"
Andheri,2,,11154768.0,31,"Security, Parking, Garden, Pool",08-Jan-25
Powai,4,505.0,9802108.0,30,"Garden, Parking, Gym, Pool",11-Jul-24
Dadar,1,597.0,4027730.0,33,"Pool, Parking",2024-01-22
Worli,3,751.0,5949023.0,22,"Pool, Garden, Security, Gym","April 18, 2025"
Thane,3,1002.0,21280025.0,24,"Gym, Parking","April 29, 2024"
Dadar,3,1539.0,14038027.0,6,Pool,28-Jul-24
Thane,5,730.0,34126277.0,18,Garden,01-Nov-24
Navi Mumbai,5,1061.0,5823297.0,6,Pool,"September 26, 2024"
Powai,1,330.0,10655709.0,7,"Security, Pool","July 10, 2024"
Borivali,3,1271.0,21810806.0,13,Pool,23/06/2024
Bandra,3,297.0,7729122.0,0,Gym,11-Oct-24
Thane,3,1179.0,8111390.0,12,Pool,2024-07-22
Thane,1,871.0,9101921.0,2,"Pool, Gym, Garden",2024-06-12
Navi Mumbai,3,857.0,8308514.0,27,"Gym, Parking, Garden, Security","September 07, 2024"
Andheri,5,794.0,14932916.0,37,Gym,14-Aug-24
Dadar,4,444.0,3729833.0,14,"Security, Pool, Parking, Gym",2025-03-11
Borivali,2,463.0,29082162.0,35,"Parking, Garden, Pool, Security",15-Jan-25
Goregaon,1,1192.0,6102457.0,2,Parking,"April 04, 2025"
Bandra,2,904.0,3047088.0,3,"Pool, Parking, Garden","January 07, 2024"
Worli,3,792.0,10787044.0,4,"Garden, Pool, Gym, Parking","January 29, 2024"
Goregaon,3,1055.0,8654236.0,25,"Security, Garden",29-Jan-25
Dadar,2,935.0,9754235.0,24,"Garden, Gym",2024-02-02
Bandra,1,622.0,13092446.0,9,Gym,13/05/2024
Thane,2,1761.0,15980899.0,7,"Security, Pool, Garden, Gym",2025-01-01
Worli,2,1159.0,29858819.0,11,"Garden, Pool, Security",19-Mar-24
Andheri,4,944.0,7173581.0,2,"Gym, Pool, Security, Parking",2025-02-19
Borivali,3,720.0,17271609.0,26,"Gym, Pool, Parking, Garden",10/03/2025
Andheri,2,1233.0,16607449.0,22,"Garden, Gym",2025-04-03
Powai,2,624.0,2225581.0,39,"Security, Parking, Pool",27/02/2024
Navi Mumbai,1,,6583541.0,32,"Pool, Security, Parking",15-Apr-25
Bandra,5,1492.0,5014336.0,13,"Pool, Garden, Security","January 26, 2024"
Andheri,2,910.0,14199761.0,22,"Pool, Parking, Garden, Gym",26/04/2025
Goregaon,2,632.0,13292301.0,30,"Gym, Garden, Security, Pool",05-Mar-25
Navi Mumbai,2,901.0,13453591.0,12,Parking,"August 13, 2024"
Andheri,3,,9035254.0,11,"Pool, Security, Gym, Parking",11/10/2024
Juhu,3,1117.0,9598775.0,34,Gym,"January 04, 2024"
Powai,3,1240.0,10668986.0,17,"Garden, Parking",2025-04-09
Dadar,2,462.0,8531980.0,20,Garden,08-Apr-24
Borivali,2,1232.0,17301597.0,0,Garden,31-Jan-25
Powai,1,837.0,5712697.0,37,"Parking, Garden, Gym, Pool",03-May-25
Navi Mumbai,3,931.0,6789662.0,8,"Garden, Pool",08-Feb-24
Juhu,1,1323.0,11673029.0,22,"Security, Garden, Pool",27/09/2024
Bandra,3,1145.0,8703558.0,13,"Pool, Gym, Garden, Security",2025-01-09
Goregaon,4,1022.0,5580177.0,10,"Gym, Pool","October 11, 2024"
Borivali,4,250.0,14934062.0,6,"Security, Pool, Parking, Gym",05-Jun-24
Borivali,2,884.0,7699205.0,30,Gym,15-Mar-24
Powai,2,,6538167.0,23,"Pool, Garden, Parking",06/01/2025
Navi Mumbai,1,1148.0,9775328.0,25,"Security, Gym, Pool, Garden",14/10/2024
Bandra,3,,6350539.0,29,"Parking, Security, Garden",09/05/2024
Thane,3,794.0,10633194.0,33,Pool,2024-06-23
Juhu,2,666.0,8746644.0,37,"Security, Pool, Garden","April 06, 2025"
Thane,2,1444.0,7980024.0,4,"Parking, Security, Gym",2024-03-24
Goregaon,3,688.0,8009988.0,4,"Parking, Gym, Security",22-Jan-24
Bandra,4,481.0,19724441.0,18,Gym,03/04/2025
Bandra,2,608.0,13545033.0,37,"Gym, Security, Parking",27-Jan-24
Juhu,3,705.0,3892188.0,27,"Garden, Parking, Gym, Security","July 13, 2024"
Worli,2,598.0,18435556.0,25,"Parking, Pool, Security, Garden","December 02, 2024"
Thane,1,1195.0,14796988.0,22,"Parking, Pool",2025-01-16
Andheri,4,250.0,14281977.0,29,"Pool, Gym",2024-08-23
Borivali,3,591.0,18490110.0,2,"Gym, Parking, Garden",15/03/2025
Worli,3,883.0,10951840.0,27,"Gym, Security",01/04/2024
Andheri,1,973.0,15745264.0,32,"Parking, Security, Garden, Gym",21-Apr-25
Navi Mumbai,3,1492.0,8213723.0,2,Pool,21/01/2024
Juhu,2,1440.0,18048050.0,4,"Gym, Security",29/10/2024
Navi Mumbai,2,339.0,12371032.0,18,Gym,08-Apr-25
Borivali,2,250.0,4750797.0,0,"Garden, Gym","December 22, 2024"
Dadar,1,,20212888.0,37,Parking,18/03/2025
Andheri,3,664.0,10045720.0,8,Garden,24/03/2024
Worli,3,482.0,9240683.0,4,Gym,18-Sep-24
Andheri,2,,8321886.0,33,Garden,26-May-24
Andheri,2,980.0,8696071.0,36,"Pool, Security, Parking",16-Mar-25
Juhu,2,606.0,12456849.0,32,"Pool, Gym, Security, Parking",28-Mar-25
Navi Mumbai,1,681.0,6001092.0,24,"Gym, Garden, Pool, Parking",21-Jan-25
Thane,3,633.0,4234740.0,28,"Pool, Garden, Security, Gym",13/09/2024
Dadar,3,755.0,5730542.0,24,"Parking, Pool, Security, Garden",2024-02-27
Juhu,1,,13647006.0,8,"Garden, Gym",2025-01-14
Goregaon,1,522.0,9848573.0,2,Security,2025-02-25
Juhu,3,675.0,21166195.0,14,"Pool, Security",15/01/2024
Borivali,3,760.0,10438927.0,3,"Garden, Security, Parking, Gym","June 10, 2024"
Dadar,2,,17993261.0,37,Pool,20/03/2025
Bandra,2,996.0,7162082.0,19,Garden,2024-06-11
Goregaon,3,1614.0,8359546.0,22,"Pool, Security, Garden, Gym",2024-11-15
Powai,2,1100.0,10915720.0,36,Gym,11-May-25
Juhu,1,1108.0,9937378.0,7,"Pool, Garden, Parking, Security",07-Oct-24
Andheri,3,806.0,9395872.0,36,"Parking, Pool, Garden",06-Oct-24
Thane,3,557.0,6431583.0,32,"Parking, Pool",12/01/2024
Bandra,3,715.0,4191892.0,32,"Gym, Security","September 30, 2024"
Bombay,3,651.0,15848889.0,6,"Gym, Parking, Pool","September 27, 2024"
Juhu,3,1037.0,14821008.0,21,"Parking, Security",06-May-25
Worli,2,322.0,7509493.0,4,"Gym, Garden","July 26, 2024"
Worli,2,1107.0,13623820.0,14,Pool,2024-01-27
Bandra,1,858.0,9821971.0,20,"Pool, Security, Gym, Parking",2024-03-12
Bombay,1,,21077213.0,24,Security,29-Feb-24
Worli,3,,4938856.0,16,Security,05-Mar-25
Andheri,4,584.0,10058858.0,6,Parking,17-Apr-25
MUMBAI,5,757.0,9588471.0,18,"Garden, Security, Pool","May 24, 2024"
Powai,3,749.0,11955113.0,6,"Parking, Pool, Garden, Gym",02/04/2024
Dadar,2,1182.0,27296872.0,39,"Gym, Garden",04-Nov-24
Powai,1,1178.0,10077036.0,23,"Parking, Gym","January 08, 2024"
Powai,3,1566.0,16951711.0,10,Garden,19-Mar-24
Dadar,3,726.0,9932376.0,0,"Security, Parking, Pool",27/01/2024
Worli,3,250.0,20636002.0,31,"Security, Garden, Gym",22-Jun-24
Bandra,3,,17050822.0,39,"Gym, Garden",2024-02-19
Dadar,3,,8886208.0,1,"Garden, Parking, Security, Pool",14-May-25
Borivali,3,1150.0,8510569.0,14,"Security, Parking",2024-07-17
Navi Mumbai,1,1006.0,14536545.0,20,Security,2025-01-21
Goregaon,3,726.0,7324653.0,23,"Security, Garden, Pool","December 14, 2024"
Thane,4,1499.0,12168723.0,16,Security,"March 23, 2025"
Worli,2,,8767147.0,8,"Gym, Garden",2025-03-03
Navi Mumbai,3,,13535976.0,34,"Garden, Gym, Parking",2024-06-29
Dadar,2,522.0,9854014.0,19,Security,24-Jan-24
Borivali,5,906.0,7163085.0,18,"Garden, Pool",11-Nov-24
Thane,1,1456.0,21066278.0,17,"Security, Parking, Garden",2025-01-12
Goregaon,3,,12531221.0,19,Pool,"January 21, 2025"
Goregaon,2,,10510116.0,29,Gym,07-Feb-25
Worli,3,306.0,13964001.0,39,Garden,15-Feb-24
Dadar,2,799.0,3981971.0,0,"Parking, Gym, Pool",15-Jan-24
Navi Mumbai,2,1302.0,38038558.0,23,"Pool, Parking, Garden","June 01, 2024"
Bandra,2,812.0,11015486.0,23,Garden,2024-08-09
Navi Mumbai,4,788.0,3342054.0,18,"Security, Parking, Gym",24-Jul-24
Navi Mumbai,2,1287.0,22258994.0,29,"Security, Parking, Pool","March 30, 2025"
Goregaon,1,790.0,6914747.0,25,Garden,"September 29, 2024"
Bandra,3,1352.0,20301960.0,37,Pool,"January 16, 2025"
Bandra,2,,11674768.0,28,"Gym, Pool","August 23, 2024"
Worli,4,1137.0,4230163.0,12,Security,05-Dec-24
Thane,1,1476.0,12695486.0,3,"Security, Gym",2024-08-15
Juhu,3,1252.0,12147399.0,16,"Pool, Security",2024-01-09
Powai,2,250.0,21661843.0,32,"Garden, Pool","June 14, 2024"
Powai,2,676.0,14846851.0,4,"Pool, Gym",2025-03-07
Goregaon,3,815.0,5159514.0,27,"Gym, Parking, Pool",19-Mar-25
Juhu,3,1253.0,19803348.0,23,"Garden, Gym, Parking, Security",2024-11-14
Thane,3,433.0,8465938.0,16,"Parking, Security",2024-08-01
Juhu,2,543.0,30467137.0,38,Garden,26/04/2024
Worli,2,338.0,8772497.0,39,"Parking, Security, Garden",2025-01-20
Navi Mumbai,2,610.0,9561213.0,10,"Security, Garden, Gym",2024-12-09
Bombay,5,461.0,6628226.0,11,"Parking, Garden, Pool, Gym","March 12, 2024"
Bandra,2,1459.0,8047252.0,12,"Pool, Security, Garden","January 29, 2025"
Goregaon,2,673.0,6866984.0,7,"Pool, Security",04/03/2024
Powai,2,1141.0,21984963.0,0,Security,23-Jul-24
Thane,3,906.0,4882144.0,8,Parking,27/07/2024
Juhu,2,901.0,17588358.0,27,Gym,2024-03-12
Thane,4,692.0,17844325.0,1,Garden,2024-10-03
Worli,2,1169.0,24804323.0,13,"Gym, Security, Parking, Pool",30-Sep-24
Goregaon,4,,11142274.0,12,Gym,22-Apr-25
Dadar,1,933.0,5861897.0,1,"Pool, Parking","November 15, 2024"
Goregaon,3,,9790716.0,3,"Security, Gym, Parking, Pool",2024-12-03
Bandra,4,749.0,15507264.0,11,"Parking, Gym, Pool",2024-12-31
Goregaon,2,1106.0,11419557.0,9,"Garden, Security, Pool, Parking",2025-05-09
Borivali,5,980.0,13524814.0,2,"Gym, Security",2024-04-04
Worli,2,943.0,24622511.0,3,"Pool, Security",2024-06-14
Andheri,4,636.0,15389592.0,5,"Garden, Parking",2024-02-01
Worli,3,1580.0,12225872.0,22,Pool,2024-01-11
Juhu,2,,3588996.0,4,"Security, Garden",2024-10-27
Andheri,2,889.0,6781370.0,2,Gym,"August 04, 2024"
Juhu,2,834.0,8513766.0,9,Security,15/10/2024
Juhu,1,1584.0,3314217.0,18,"Parking, Pool, Garden",2024-04-11
Bandra,1,798.0,5578547.0,13,Pool,"February 28, 2025"
Bandra,1,766.0,9238854.0,20,"Parking, Pool, Security, Gym",2025-01-26
Navi Mumbai,2,941.0,10186452.0,27,Parking,23-Sep-24
Powai,3,657.0,14701883.0,20,"Gym, Garden",2024-08-01
Navi Mumbai,1,939.0,9595689.0,35,"Security, Pool, Garden",27/06/2024
Navi Mumbai,1,1730.0,12595175.0,23,Parking,"March 28, 2024"
Powai,3,1004.0,8447037.0,37,"Pool, Parking, Garden",10-Feb-24
Dadar,2,992.0,11130592.0,16,"Gym, Pool",04-Feb-25
Andheri,1,648.0,14226026.0,21,"Security, Garden, Pool",2024-03-16
Thane,2,1498.0,26260544.0,18,"Garden, Pool, Parking, Gym",11/01/2025
Navi Mumbai,4,,7970154.0,9,"Security, Pool, Parking, Gym",15/02/2024
Goregaon,3,1198.0,11834259.0,10,"Garden, Security",2024-06-08
Goregaon,2,1128.0,18282896.0,37,Parking,2025-04-07
Juhu,3,817.0,4575579.0,1,"Garden, Parking","March 20, 2024"
Powai,2,1036.0,35987984.0,32,Pool,"November 05, 2024"
Juhu,3,607.0,22019048.0,30,"Garden, Parking, Gym, Security",2024-03-26
Borivali,3,505.0,3886839.0,34,"Security, Gym, Garden, Pool",2024-04-01
Borivali,3,379.0,13562634.0,36,"Pool, Security, Garden, Parking",27-May-24
Thane,2,1043.0,7735479.0,35,"Gym, Security",09/06/2024
Bandra,1,417.0,8551277.0,22,"Garden, Security","July 20, 2024"
Bandra,2,,13393779.0,35,"Pool, Gym, Parking",2025-02-27
Powai,4,878.0,20383570.0,39,Pool,2025-02-19
Powai,3,1248.0,8206821.0,38,"Garden, Parking, Security, Pool","August 29, 2024"
Navi Mumbai,3,697.0,8273193.0,25,"Gym, Security, Garden, Pool",18-Dec-24
Borivali,5,1289.0,13569023.0,24,"Gym, Security",02-Jan-24
Navi Mumbai,2,1228.0,15297099.0,16,"Parking, Pool, Gym",2024-08-12
Powai,4,1122.0,19029887.0,11,"Gym, Garden, Pool, Parking",13-Nov-24
Dadar,1,1356.0,6794387.0,1,"Garden, Parking, Security, Gym",16-May-24
Goregaon,1,1078.0,11228909.0,38,"Security, Parking, Pool, Garden",08/02/2025
Andheri,2,763.0,7920025.0,24,"Garden, Parking, Security",29-May-24
Powai,1,1541.0,46535019.0,22,Security,22-Apr-24
Goregaon,2,1054.0,17075339.0,8,"Gym, Pool, Security, Parking",11/08/2024
Dadar,3,459.0,12319379.0,37,"Gym, Security",12-Aug-24
Thane,1,1476.0,12695486.0,3,"Security, Gym",2024-08-15
